교재,레벨,구간,Chapter,영어,뜻,,
T-map,Basic,B4-B6,8,particular,특정한,,
T-map,Basic,B4-B6,8,predict,예측하다,,
T-map,Basic,B4-B6,8,produce,제작하다,,
T-map,Basic,B4-B6,8,professional,전문가,,
T-map,Basic,B4-B6,8,put off,"(시간, 날짜를) 미루다",,
T-map,Basic,B4-B6,8,quite,"꽤, 상당히",,
T-map,Basic,B4-B6,8,recovery,(건강) 회복,,
T-map,Basic,B4-B6,8,regularly,정기적으로,,
T-map,Basic,B4-B6,8,reserve,예약하다,,
T-map,Basic,B4-B6,8,resource,"자산, 자원",,
T-map,Basic,B4-B6,8,rollable,구를 수 있는,,
T-map,Basic,B4-B6,8,search for,~을 찾다,,
T-map,Basic,B4-B6,8,successful,성공적인,,
T-map,Basic,B4-B6,8,support,"도움, 지원",,
T-map,Basic,B4-B6,8,tie,묶다,,
T-map,Basic,B4-B6,8,tip,비결,,
T-map,Basic,B4-B6,8,walking distance,걸어갈 수 있는 거리,,
T-map,Basic,B4-B6,8,We are fully booked.,예약이 꽉 찼습니다.,,
T-map,Basic,B4-B6,8,What are you up to?,너 무엇을 할 계획이니?,,
T-map,Basic,B4-B6,9,allow A to,A가 ~하게 하다(허락하다),,
T-map,Basic,B4-B6,9,amazingly,놀랍게도,,
T-map,Basic,B4-B6,9,amount,(무엇의) 양,,
T-map,Basic,B4-B6,9,be familiar with,~에 익숙하다,,
T-map,Basic,B4-B6,9,benefit,(~에게) 이롭다,,
T-map,Basic,B4-B6,9,come in,(상품 등이) ~으로 나오다,,
T-map,Basic,B4-B6,9,common,흔한,,
T-map,Basic,B4-B6,9,cost,[동](비용이) 들다 [명]비용,,
T-map,Basic,B4-B6,9,device,"기기, 기계장치",,
T-map,Basic,B4-B6,9,discover,발견하다,,
T-map,Basic,B4-B6,9,document,서류,,
T-map,Basic,B4-B6,9,entertainment,오락,,
T-map,Basic,B4-B6,9,experiment,실험,,
T-map,Basic,B4-B6,9,flight,"항공편, 항공기",,
T-map,Basic,B4-B6,9,fuel,연료,,
T-map,Basic,B4-B6,9,handwriting,"친필, 손글씨",,
T-map,Basic,B4-B6,9,I got here by,나는 여기에 ~을 타고 왔어,,
T-map,Basic,B4-B6,9,I'm planning to,나는 ~할 계획이야,,
T-map,Basic,B4-B6,9,in front of,~의 앞(쪽)에,,
T-map,Basic,B4-B6,9,long-distance,장거리의,,
T-map,Basic,B4-B6,9,make a big difference,큰 차이를 만들다,,
T-map,Basic,B4-B6,9,measure,측정하다,,
T-map,Basic,B4-B6,9,million,100만,,
T-map,Basic,B4-B6,9,passenger,승객,,
T-map,Basic,B4-B6,9,personal,개인의,,
T-map,Basic,B4-B6,9,print out,(프린터로) ~을 출력하다,,
T-map,Basic,B4-B6,9,provide,제공하다,,
T-map,Basic,B4-B6,9,realize,알아차리다,,
T-map,Basic,B4-B6,9,rent,빌리다,,
T-map,Basic,B4-B6,9,save,"아끼다, 절약하다",,
T-map,Basic,B4-B6,9,seat,좌석,,
T-map,Basic,B4-B6,9,set up,"(기계, 장비 등) ~을 설치하다",,
T-map,Basic,B4-B6,9,text,"글(자), 문서",,
T-map,Basic,B4-B6,9,tourist,관광객,,
T-map,Basic,B4-B6,9,trust,믿다,,
T-map,Basic,B4-B6,9,unpack,(짐을) 풀다,,
T-map,Basic,B4-B6,9,various,"여러 가지의, 다양한",,
T-map,Basic,B4-B6,9,weigh,무게를 달다,,
T-map,Basic,B4-B6,9,What's going on?,무슨 일이니?,,
T-map,Basic,B4-B6,9,Why are you so down?,왜 그렇게 우울해 보이니?,,
T-map,Basic,B4-B6,10,achieve,"해내다, 이루다",,
T-map,Basic,B4-B6,10,adult,"성인의, 다 자란",,
T-map,Basic,B4-B6,10,advertisement,광고,,
T-map,Basic,B4-B6,10,article,"(신문, 잡지의) 글, 기사",,
T-map,Basic,B4-B6,10,athlete,운동선수,,
T-map,Basic,B4-B6,10,be faced with,~에 직면하다,,
T-map,Basic,B4-B6,10,blind date,소개팅,,
T-map,Basic,B4-B6,10,cancer,암,,
T-map,Basic,B4-B6,10,career,"(특정 직업의) 경력, 생활",,
T-map,Basic,B4-B6,10,celebrate,찬미하다,,
T-map,Basic,B4-B6,10,complete,완전한,,
T-map,Basic,B4-B6,10,contact,연락하다,,
T-map,Basic,B4-B6,10,courage,용기,,
T-map,Basic,B4-B6,10,crash,"(충돌, 추락) 사고",,
T-map,Basic,B4-B6,10,disability,장애,,
T-map,Basic,B4-B6,10,drummer,드럼 연주자,,
T-map,Basic,B4-B6,10,exciting,즐거운,,
T-map,Basic,B4-B6,10,expression,표현,,
T-map,Basic,B4-B6,10,fall in love,사랑에 빠지다,,
T-map,Basic,B4-B6,10,get married,결혼하다,,
T-map,Basic,B4-B6,10,give up,포기하다,,
T-map,Basic,B4-B6,10,I'm sorry to hear that.,정말 안됐다,,
T-map,Basic,B4-B6,10,immediately,즉각,,
T-map,Basic,B4-B6,10,in place of,~ 대신에,,
T-map,Basic,B4-B6,10,including,~을 포함하여,,
T-map,Basic,B4-B6,10,inspire,고무하다,,
T-map,Basic,B4-B6,10,instead,대신에,,
T-map,Basic,B4-B6,10,move forward,전진하다,,
T-map,Basic,B4-B6,10,persuade,설득하다,,
T-map,Basic,B4-B6,10,pour,(비가) 마구 쏟아지다,,
T-map,Basic,B4-B6,10,release,"발표하다, 발매하다",,
T-map,Basic,B4-B6,10,request,"요청, 간청",,
T-map,Basic,B4-B6,10,talented,재능 있는,,
T-map,Basic,B4-B6,10,unique,특별한,,
T-map,Basic,B4-B6,10,useful,유용한,,
T-map,Basic,B4-B6,10,What's the matter with you?,무슨 일 있니?,,
T-map,Basic,B4-B6,10,What's up?,무슨 일이야?,,
T-map,Basic,B4-B6,10,What's your plan for ~?,~을 위한 네 계획은 무엇이니?,,
T-map,Basic,B4-B6,10,wisely,현명하게,,
T-map,Basic,B4-B6,10,wish,소원,,
T-map,Basic,B4-B6,11,advance,"올라가다, 진출하다",,
T-map,Basic,B4-B6,11,Are you interested?,너 관심 있니?,,
T-map,Basic,B4-B6,11,audience,청중,,
T-map,Basic,B4-B6,11,award,"수여하다, 주다",,
T-map,Basic,B4-B6,11,be confident of,~을 확신하다,,
T-map,Basic,B4-B6,11,between A and B,A와 B 사이에,,
T-map,Basic,B4-B6,11,can you give me a ride?,나 좀 태워줄래?,,
T-map,Basic,B4-B6,11,develop,개발하다,,
T-map,Basic,B4-B6,11,doubt,의심,,
T-map,Basic,B4-B6,11,emergency situation,비상사태,,
T-map,Basic,B4-B6,11,excite,흥분시키다,,
T-map,Basic,B4-B6,11,expect,예상하다,,
T-map,Basic,B4-B6,11,fair,박람회,,
T-map,Basic,B4-B6,11,feel free to,마음 놓고 ~하다,,
T-map,Basic,B4-B6,11,giant,"(비범한 재능을 갖춘) 거장, 대가",,
T-map,Basic,B4-B6,11,identify,알아보다,,
T-map,Basic,B4-B6,11,in advance,미리,,
T-map,Basic,B4-B6,11,in the end,결국,,
T-map,Basic,B4-B6,11,information technology,정보 통신 기술,,
T-map,Basic,B4-B6,11,insurance,보험,,
T-map,Basic,B4-B6,11,intelligent,지능이 높은,,
T-map,Basic,B4-B6,11,Is there anything wrong with you?,너 무슨 문제 있니?,,
T-map,Basic,B4-B6,11,machine learning,기계 학습,,
T-map,Basic,B4-B6,11,manage to,(간신히) ~하다,,
T-map,Basic,B4-B6,11,mark,나타내다,,
T-map,Basic,B4-B6,11,match,경기,,
T-map,Basic,B4-B6,11,moreover,게다가,,
T-map,Basic,B4-B6,11,opportunity,기회,,
T-map,Basic,B4-B6,11,professor,교수,,
T-map,Basic,B4-B6,11,recent,최근의,,
T-map,Basic,B4-B6,11,researcher,연구원,,
T-map,Basic,B4-B6,11,rise,진보,,
T-map,Basic,B4-B6,11,share,"(생각, 감정을 남과) 나누다",,
T-map,Basic,B4-B6,11,shock,충격을 주다,,
T-map,Basic,B4-B6,11,such,그런,,
T-map,Basic,B4-B6,11,take place,개최되다,,
T-map,Basic,B4-B6,11,unexpected,예상 밖의,,
T-map,Basic,B4-B6,11,victory,승리,,
T-map,Basic,B4-B6,11,well-known,잘 알려진,,
T-map,Basic,B4-B6,11,What does that mean?,그게 무슨 뜻이니?,,
T-map,Basic,B4-B6,12,abuse,혹사하다,,
T-map,Basic,B4-B6,12,Be sure to,반드시 ~하도록 하세요,,
T-map,Basic,B4-B6,12,call A up,(어떤 장소로) A를 부르다,,
T-map,Basic,B4-B6,12,challenge,도전하다,,
T-map,Basic,B4-B6,12,cigarette,담배,,
T-map,Basic,B4-B6,12,crisis,위기,,
T-map,Basic,B4-B6,12,discouraged,낙심한,,
T-map,Basic,B4-B6,12,drop out,중퇴하다,,
T-map,Basic,B4-B6,12,drug,"약물, 마약",,
T-map,Basic,B4-B6,12,editor in chief,편집장,,
T-map,Basic,B4-B6,12,encourage,격려하다,,
T-map,Basic,B4-B6,12,far,훨씬,,
T-map,Basic,B4-B6,12,fear,두려움,,
T-map,Basic,B4-B6,12,get divorced,이혼하다,,
T-map,Basic,B4-B6,12,graduation,졸업,,
T-map,Basic,B4-B6,12,I had no idea.,나 전혀 몰랐어,,
T-map,Basic,B4-B6,12,identify,정체(성),,
T-map,Basic,B4-B6,12,I'll go with,~으로 할게요,,
T-map,Basic,B4-B6,12,influential,영향력 있는,,
T-map,Basic,B4-B6,12,informative,유익한,,
T-map,Basic,B4-B6,12,iron,다림질하다,,
T-map,Basic,B4-B6,12,local community,지역 사회,,
T-map,Basic,B4-B6,12,minority group,소수 집단,,
T-map,Basic,B4-B6,12,multicultural,다문화의,,
T-map,Basic,B4-B6,12,multiple,여러 (가지의),,
T-map,Basic,B4-B6,12,originally,원래,,
T-map,Basic,B4-B6,12,push through,(일을) 끝까지 해내다,,
T-map,Basic,B4-B6,12,quitter,포기하는 사람,,
T-map,Basic,B4-B6,12,raise,(아이를) 기르다,,
T-map,Basic,B4-B6,12,reach,이르다,,
T-map,Basic,B4-B6,12,recall,"상기하다, 기억하다",,
T-map,Basic,B4-B6,12,role model,"롤모델, 본받고 싶은 사람",,
T-map,Basic,B4-B6,12,run for,~에 출마하다,,
T-map,Basic,B4-B6,12,serve,봉사하다,,
T-map,Basic,B4-B6,12,serve as,~으로 일하다,,
T-map,Basic,B4-B6,12,setback,좌절,,
T-map,Basic,B4-B6,12,tough,힘든,,
T-map,Basic,B4-B6,12,turning point,전환점,,
T-map,Basic,B4-B6,12,wealthy,부유한,,
T-map,Basic,B4-B6,12,What makes you think so?,왜 그렇게 생각하니?,,
T-map,Inter,A1-A3,1,ability,능력,,
T-map,Inter,A1-A3,1,because of,~때문에,,
T-map,Inter,A1-A3,1,clearly,분명히,,
T-map,Inter,A1-A3,1,college,대학,,
T-map,Inter,A1-A3,1,consider,고려하다,,
T-map,Inter,A1-A3,1,curious,궁금한,,
T-map,Inter,A1-A3,1,deserve,받을 자격이 있다,,
T-map,Inter,A1-A3,1,disabled,장애를 가진,,
T-map,Inter,A1-A3,1,discussion,논의,,
T-map,Inter,A1-A3,1,effective,효과적인,,
T-map,Inter,A1-A3,1,endangered,멸종 위기에 처한,,
T-map,Inter,A1-A3,1,for example,예를 들어,,
T-map,Inter,A1-A3,1,grade,성적,,
T-map,Inter,A1-A3,1,happiness,행복,,
T-map,Inter,A1-A3,1,I'm not sure if,~인지 확실치 않다,,
T-map,Inter,A1-A3,1,I'm wondering,나는 ~이 궁금합니다,,
T-map,Inter,A1-A3,1,improve,"개선되다, 향상시키다",,
T-map,Inter,A1-A3,1,improve,"개선되다, 향상시키다",,
T-map,Inter,A1-A3,1,instead of,~대신에,,
T-map,Inter,A1-A3,1,laptop,노트북 컴퓨터,,
T-map,Inter,A1-A3,1,lecture,강의,,
T-map,Inter,A1-A3,1,lecture,"강의, 강연",,
T-map,Inter,A1-A3,1,material,"내용, 자료",,
T-map,Inter,A1-A3,1,mathematics,수학,,
T-map,Inter,A1-A3,1,memorize,암기하다,,
T-map,Inter,A1-A3,1,modern,"현대의, 근대의",,
T-map,Inter,A1-A3,1,old saying,속담,,
T-map,Inter,A1-A3,1,opportunity,기회,,
T-map,Inter,A1-A3,1,professor,대학 교수,,
T-map,Inter,A1-A3,1,put effort into,~에 노력을 들이다,,
T-map,Inter,A1-A3,1,recent,최근의,,
T-map,Inter,A1-A3,1,report,보고하다,,
T-map,Inter,A1-A3,1,researcher,"연구원, 조사원",,
T-map,Inter,A1-A3,1,result,결과,,
T-map,Inter,A1-A3,1,reward,보상,,
T-map,Inter,A1-A3,1,school supplies,학용품,,
T-map,Inter,A1-A3,1,Sounds good.,좋은 생각인 것 같아,,
T-map,Inter,A1-A3,1,subject,과목,,
T-map,Inter,A1-A3,1,Thank you for,~에 대해 감사합니다,,
T-map,Inter,A1-A3,1,tool,"도구, 연장",,
T-map,Inter,A1-A3,2,according to,~에 의하면,,
T-map,Inter,A1-A3,2,allergy,알레르기,,
T-map,Inter,A1-A3,2,area,지역,,
T-map,Inter,A1-A3,2,be likely to,~하기 쉽다,,
T-map,Inter,A1-A3,2,benefit,"혜택, 이점",,
T-map,Inter,A1-A3,2,boil,끓이다,,
T-map,Inter,A1-A3,2,build,만들다,,
T-map,Inter,A1-A3,2,Cambodian,"캄보디아 사람, 캄보디아(인)의",,
T-map,Inter,A1-A3,2,chore,(집안에서 정기적으로) 하는 일,,
T-map,Inter,A1-A3,2,condition,상태,,
T-map,Inter,A1-A3,2,cure,치유하다,,
T-map,Inter,A1-A3,2,development,발달,,
T-map,Inter,A1-A3,2,die from,~으로 죽다,,
T-map,Inter,A1-A3,2,disease,"병, 질병",,
T-map,Inter,A1-A3,2,dish,요리,,
T-map,Inter,A1-A3,2,environment,환경,,
T-map,Inter,A1-A3,2,facility,시설,,
T-map,Inter,A1-A3,2,fight against,~에 맞서 싸우다,,
T-map,Inter,A1-A3,2,Have you~?,~한 적이 있니?,,
T-map,Inter,A1-A3,2,I don’t mind,~을 상관하지 않는다,,
T-map,Inter,A1-A3,2,I hope you get well soon.,네가 빨리 회복하기를 바래,,
T-map,Inter,A1-A3,2,I'm sorry to hear that,~하다니 유감이다,,
T-map,Inter,A1-A3,2,inexpensive,저렴한,,
T-map,Inter,A1-A3,2,iron,"철, 철분",,
T-map,Inter,A1-A3,2,iron-rich,철분이 풍부한,,
T-map,Inter,A1-A3,2,lack,"부족, 결핍",,
T-map,Inter,A1-A3,2,lead to,~으로 이어지다,,
T-map,Inter,A1-A3,2,machine,기계,,
T-map,Inter,A1-A3,2,meaningless,무의미한,,
T-map,Inter,A1-A3,2,medical,의학의,,
T-map,Inter,A1-A3,2,provide,제공하다,,
T-map,Inter,A1-A3,2,require,요구하다,,
T-map,Inter,A1-A3,2,rural,시골의,,
T-map,Inter,A1-A3,2,sneeze,재채기하다,,
T-map,Inter,A1-A3,2,suffer from,~으로 고통받다,,
T-map,Inter,A1-A3,2,task,"일, 과제",,
T-map,Inter,A1-A3,2,thousand,"천, 1000",,
T-map,Inter,A1-A3,2,washing dishes,설거지,,
T-map,Inter,A1-A3,2,weak,약한,,
T-map,Inter,A1-A3,2,widespread,널리 퍼진,,
T-map,Inter,A1-A3,3,add,덧붙이다,,
T-map,Inter,A1-A3,3,appropriate,적절한,,
T-map,Inter,A1-A3,3,awake,"잠들지 않은, 깨어있는",,
T-map,Inter,A1-A3,3,be forced to,~하도록 강요 받다,,
T-map,Inter,A1-A3,3,bond,유대,,
T-map,Inter,A1-A3,3,close,"가까운, 친밀한",,
T-map,Inter,A1-A3,3,contact,연락하다,,
T-map,Inter,A1-A3,3,criminal,범죄자,,
T-map,Inter,A1-A3,3,disappointed,실망한,,
T-map,Inter,A1-A3,3,Don't forget to,~하는 것을 잊지 마,,
T-map,Inter,A1-A3,3,due,~까지 하기로 되어 있는,,
T-map,Inter,A1-A3,3,each other,서로,,
T-map,Inter,A1-A3,3,excellent,훌륭한,,
T-map,Inter,A1-A3,3,friendly,친근한,,
T-map,Inter,A1-A3,3,frightened,겁먹은,,
T-map,Inter,A1-A3,3,furthermore,게다가,,
T-map,Inter,A1-A3,3,in need of,~을 필요로 하는,,
T-map,Inter,A1-A3,3,in person,"직접, 몸소",,
T-map,Inter,A1-A3,3,incredible,믿기 어려운,,
T-map,Inter,A1-A3,3,inform,알리다,,
T-map,Inter,A1-A3,3,leave for,~으로 떠나다,,
T-map,Inter,A1-A3,3,lick,핥다,,
T-map,Inter,A1-A3,3,Long time no see,정말 오랜만이야,,
T-map,Inter,A1-A3,3,medical,의학적인,,
T-map,Inter,A1-A3,3,"Okay, I will.","응, 그렇게 할게",,
T-map,Inter,A1-A3,3,owe,(돈을) 빚지다,,
T-map,Inter,A1-A3,3,pal,친구,,
T-map,Inter,A1-A3,3,recommend,추천하다,,
T-map,Inter,A1-A3,3,reduce,줄이다,,
T-map,Inter,A1-A3,3,relationship,관계,,
T-map,Inter,A1-A3,3,rub,문지르다,,
T-map,Inter,A1-A3,3,species,종,,
T-map,Inter,A1-A3,3,stop A from ~ing,A가 ~하는 것을 막다,,
T-map,Inter,A1-A3,3,strengthen,강화하다,,
T-map,Inter,A1-A3,3,swallow,삼키다,,
T-map,Inter,A1-A3,3,treat,대하다,,
T-map,Inter,A1-A3,3,treatment,치료,,
T-map,Inter,A1-A3,3,vacuum,진공청소기로 청소하다,,
T-map,Inter,A1-A3,3,what's more,게다가,,
T-map,Inter,A1-A3,3,Why don't I ~?,내가 ~하는 것이 어때?,,
T-map,Inter,A1-A3,4,a few,"어느 정도, 몇몇",,
T-map,Inter,A1-A3,4,affect,영향을 미치다,,
T-map,Inter,A1-A3,4,be full of,~으로 가득 차 있다,,
T-map,Inter,A1-A3,4,be ready to,~할 준비가 되다,,
T-map,Inter,A1-A3,4,be sure to,반드시 ~하다,,
T-map,Inter,A1-A3,4,boil,"끓이다, 삶다",,
T-map,Inter,A1-A3,4,calcium,칼슘,,
T-map,Inter,A1-A3,4,come across,~을 우연히 발견하다,,
T-map,Inter,A1-A3,4,contain,~이 들어있다,,
T-map,Inter,A1-A3,4,crunchy,바삭한,,
T-map,Inter,A1-A3,4,crush,"찌그러뜨리다, 짓누르다",,
T-map,Inter,A1-A3,4,delicacy,(특정 지역의) 별미,,
T-map,Inter,A1-A3,4,develop,개발하다,,
T-map,Inter,A1-A3,4,dried,건조된,,
T-map,Inter,A1-A3,4,duckling,오리 새끼,,
T-map,Inter,A1-A3,4,exchange,교환하다,,
T-map,Inter,A1-A3,4,flavor,맛,,
T-map,Inter,A1-A3,4,hatch,부화하다,,
T-map,Inter,A1-A3,4,honestly,"정직하게, 솔직히",,
T-map,Inter,A1-A3,4,How about~?,~하는 것이 어때?,,
T-map,Inter,A1-A3,4,How much is it?,얼마인가요?,,
T-map,Inter,A1-A3,4,I'm afraid of,나는 ~이 무서워,,
T-map,Inter,A1-A3,4,noodle,국수,,
T-map,Inter,A1-A3,4,ordinary,보통의,,
T-map,Inter,A1-A3,4,protein,단백질,,
T-map,Inter,A1-A3,4,raisin,건포도,,
T-map,Inter,A1-A3,4,resist,참다,,
T-map,Inter,A1-A3,4,responsibility,책임,,
T-map,Inter,A1-A3,4,serve,(음식을) 제공하다,,
T-map,Inter,A1-A3,4,shell,껍질,,
T-map,Inter,A1-A3,4,source,원천,,
T-map,Inter,A1-A3,4,speaking of,~에 대해 말하자면,,
T-map,Inter,A1-A3,4,specialty,특산품,,
T-map,Inter,A1-A3,4,stinger,"동물의 쏘는 것, 침",,
T-map,Inter,A1-A3,4,traditional,전통적인,,
T-map,Inter,A1-A3,4,unique,독특한,,
T-map,Inter,A1-A3,4,various,다양한,,
T-map,Inter,A1-A3,4,wander,(이리저리 천천히) 돌아다니다,,
T-map,Inter,A1-A3,4,wasp,말벌,,
T-map,Inter,A1-A3,4,What do you mean by~?,~이 무슨 말이니?,,
T-map,Inter,A1-A3,5,abroad,"해외에서, 해외로",,
T-map,Inter,A1-A3,5,activity,활동,,
T-map,Inter,A1-A3,5,ancient,고대의,,
T-map,Inter,A1-A3,5,announcement,발표,,
T-map,Inter,A1-A3,5,appealing,"매력적인, 흥미로운",,
T-map,Inter,A1-A3,5,attraction,(사람을 끄는) 명소,,
T-map,Inter,A1-A3,5,attraction,(사람을 끄는) 명소,,
T-map,Inter,A1-A3,5,beaver,비버,,
T-map,Inter,A1-A3,5,capital city,수도,,
T-map,Inter,A1-A3,5,celebrate,"기념하다, 축하하다",,
T-map,Inter,A1-A3,5,competition,대회,,
T-map,Inter,A1-A3,5,damage,"훼손하다, 손상을 주다",,
T-map,Inter,A1-A3,5,display,전시하다,,
T-map,Inter,A1-A3,5,either A or B,A와 B 중의 하나,,
T-map,Inter,A1-A3,5,excited,신이 난,,
T-map,Inter,A1-A3,5,famous for,~으로 유명한,,
T-map,Inter,A1-A3,5,festival,축제,,
T-map,Inter,A1-A3,5,government,정부,,
T-map,Inter,A1-A3,5,habitat,서식지,,
T-map,Inter,A1-A3,5,harm,"해치다, 해를 끼치다",,
T-map,Inter,A1-A3,5,historical,역사적,,
T-map,Inter,A1-A3,5,How have you been doing?,그동안 잘 지냈니?,,
T-map,Inter,A1-A3,5,I'm going to,나는 ~할 것이다,,
T-map,Inter,A1-A3,5,in fact,사실은,,
T-map,Inter,A1-A3,5,international,국제적인,,
T-map,Inter,A1-A3,5,law,법,,
T-map,Inter,A1-A3,5,lounge,(호텔 등의) 휴게실,,
T-map,Inter,A1-A3,5,main,주된,,
T-map,Inter,A1-A3,5,make sure,반드시 ~하도록 하다,,
T-map,Inter,A1-A3,5,maze,미로,,
T-map,Inter,A1-A3,5,practical,현실성 있는,,
T-map,Inter,A1-A3,5,sculpture,조각품,,
T-map,Inter,A1-A3,5,site,"위치, 장소",,
T-map,Inter,A1-A3,5,spit,침을 뱉다,,
T-map,Inter,A1-A3,5,trash,쓰레기,,
T-map,Inter,A1-A3,5,trip,여행,,
T-map,Inter,A1-A3,5,unfortunately,안타깝게도,,
T-map,Inter,A1-A3,5,used to,~하곤 했다,,
T-map,Inter,A1-A3,5,You should,너는 ~해야 한다,,
T-map,Inter,A1-A3,5,You'd better,~하는 것이 좋겠어,,
T-map,Inter,A1-A3,6,absorb,흡수하다,,
T-map,Inter,A1-A3,6,application,앱 (응용 프로그램),,
T-map,Inter,A1-A3,6,attract,끌어들이다,,
T-map,Inter,A1-A3,6,attractive,매력적인,,
T-map,Inter,A1-A3,6,be able to,~할 수 있다,,
T-map,Inter,A1-A3,6,block A from B,A가 B하는 것을 막다,,
T-map,Inter,A1-A3,6,British,영국의,,
T-map,Inter,A1-A3,6,carbon,탄소,,
T-map,Inter,A1-A3,6,connect with,~와 연결하다,,
T-map,Inter,A1-A3,6,consist of,~으로 구성되다,,
T-map,Inter,A1-A3,6,create,만들어내다,,
T-map,Inter,A1-A3,6,decoration,장식,,
T-map,Inter,A1-A3,6,determine,알아내다,,
T-map,Inter,A1-A3,6,emergency,비상(사태),,
T-map,Inter,A1-A3,6,exit,빠져나가다,,
T-map,Inter,A1-A3,6,feature,특징,,
T-map,Inter,A1-A3,6,frozen,냉동된,,
T-map,Inter,A1-A3,6,Guess what!,있잖아!,,
T-map,Inter,A1-A3,6,How's ~ going?,~은 어떻게 돼가니?,,
T-map,Inter,A1-A3,6,instead,대신에,,
T-map,Inter,A1-A3,6,introduce,소개하다,,
T-map,Inter,A1-A3,6,inventor,발명가,,
T-map,Inter,A1-A3,6,item,"품목, 물품",,
T-map,Inter,A1-A3,6,material,"물질, 재료",,
T-map,Inter,A1-A3,6,mysterious,"신비스러운, 미스터리의",,
T-map,Inter,A1-A3,6,object,"물체, 사물",,
T-map,Inter,A1-A3,6,organism,생명체,,
T-map,Inter,A1-A3,6,physical,신체의,,
T-map,Inter,A1-A3,6,point at,~을 가리키다,,
T-map,Inter,A1-A3,6,relationship,관계,,
T-map,Inter,A1-A3,6,report,알리다,,
T-map,Inter,A1-A3,6,suggest,제안하다,,
T-map,Inter,A1-A3,6,suspicious,수상한,,
T-map,Inter,A1-A3,6,telescope,망원경,,
T-map,Inter,A1-A3,6,That makes sense.,그것은 타당하네요,,
T-map,Inter,A1-A3,6,thin,"얇은, 가느다란",,
T-map,Inter,A1-A3,6,tiny,작은,,
T-map,Inter,A1-A3,6,track,추적하다,,
T-map,Inter,A1-A3,6,turn in,제출하다,,
T-map,Inter,A1-A3,6,What's wrong with~?,~에 뭐가 잘못됐나요?,,
T-map,Inter,A1-A3,7,According to,~에 의하면,,
T-map,Inter,A1-A3,7,at all times,항상,,
T-map,Inter,A1-A3,7,be exposed to,~에 노출되다,,
T-map,Inter,A1-A3,7,be worth,~할 가치가 있다,,
T-map,Inter,A1-A3,7,break a rule,규칙을 어기다,,
T-map,Inter,A1-A3,7,cause,"야기하다, 일으키다",,
T-map,Inter,A1-A3,7,Cheer up!,힘내!,,
T-map,Inter,A1-A3,7,continue,"지속되다, 계속하다",,
T-map,Inter,A1-A3,7,counselor,상담가,,
T-map,Inter,A1-A3,7,day by day,"서서히, 나날이",,
T-map,Inter,A1-A3,7,death,죽음,,
T-map,Inter,A1-A3,7,effort,노력,,
T-map,Inter,A1-A3,7,emotion,감정,,
T-map,Inter,A1-A3,7,exhausted,지친,,
T-map,Inter,A1-A3,7,fasten,(벨트를) 채우다,,
T-map,Inter,A1-A3,7,freezing,몹시 추운,,
T-map,Inter,A1-A3,7,full of,~으로 가득 찬,,
T-map,Inter,A1-A3,7,gently,부드럽게,,
T-map,Inter,A1-A3,7,get out of,~에서 나오다,,
T-map,Inter,A1-A3,7,give up,포기하다,,
T-map,Inter,A1-A3,7,hang,매달리다,,
